,ts_code,ann_date,type,p_change_min,p_change_max
4212,601975.SH,20181228,略减,-23.6896,-23.6896
4213,601975.SH,20181228,略增,1.5775,1.5775
4214,601975.SH,20181228,略减,-29.2863,-29.2863
4215,600251.SH,20190131,略增,6.7,17.0
4216,600251.SH,20180127,预增,220.0,220.0
4217,600436.SH,20180110,预增,40.0,60.0
4218,600409.SH,20180709,略增,21.6,21.6
4219,600409.SH,20180127,预增,145.0,145.0
4220,600433.SH,20190119,预增,115.55,115.55
4221,600433.SH,20181027,略增,,
4222,600433.SH,20180825,略增,,
4223,600433.SH,20180127,预减,-53.44,-53.44
4224,600490.SH,20180131,预增,470.0,520.0
4225,600273.SH,20181011,略增,20.09,34.75
4226,600273.SH,20180707,略增,20.09,35.12
4227,600273.SH,20180404,略增,15.1,25.17
4228,600273.SH,20180118,略增,29.65,36.4
4229,600031.SH,20190415,预增,100.0,120.0
4230,600031.SH,20190126,预增,182.0,202.0
4231,600031.SH,20181024,预增,160.0,180.0
4232,600031.SH,20180731,预增,180.0,210.0
4233,600031.SH,20180131,预增,898.0,937.0
4234,601598.SH,20190115,-,,
4235,600271.SH,20180728,略减,-41.0,-34.0
4236,600423.SH,20190131,预增,570.27,570.27
4237,600423.SH,20180130,扭亏,106.1257,107.9633
4238,600475.SH,20180127,略减,-38.0,-30.0
4239,600425.SH,20190130,预增,613.0,613.0
4240,600425.SH,20180711,扭亏,153.792,153.792
4241,600425.SH,20180120,扭亏,110.7411,110.7411
4242,600029.SH,20190131,预减,-56.0,-47.0
4243,600352.SH,20190126,预增,61.69,69.78
4244,600352.SH,20180831,预增,60.23,70.91
4245,600352.SH,20180825,预增,83.0,83.0
4246,600352.SH,20180705,预增,80.0,100.0
4247,600352.SH,20180410,预增,100.0,130.0
4248,600020.SH,20180127,预增,35.0,75.0
4249,600480.SH,20190131,略减,-30.0,-20.0
4250,600480.SH,20180130,预增,50.0,60.0
4251,600348.SH,20190131,略增,6.0,36.0
4252,600348.SH,20180130,预增,265.0,300.0
4253,600487.SH,20190131,略增,10.0,30.0
4254,600487.SH,20180719,预增,45.0,75.0
4255,600487.SH,20180131,预增,50.0,75.0
4256,600449.SH,20180125,预增,460.0,494.0
4257,600462.SH,20190130,首亏,-3078.9491,-3078.9491
4258,600462.SH,20180728,首亏,-395.2418,-395.2418
4259,600429.SH,20190131,预增,101.0,141.0
4260,600478.SH,20180111,扭亏,107.5611,110.3966
4261,600507.SH,20190119,略增,13.0,20.0
4262,600507.SH,20180717,预增,75.0,95.0
4263,600507.SH,20180127,预增,265.0,300.0
4264,600403.SH,20190426,略减,,
4265,600403.SH,20190131,预增,35.0,55.0
4266,600403.SH,20181031,略增,,
4267,600403.SH,20180830,续盈,,
4268,600403.SH,20180131,扭亏,123.4379,128.0236
4269,600517.SH,20190119,预减,-96.0,-87.0
4270,600406.SH,20180131,略增,1.0,10.0
4271,600469.SH,20190430,扭亏,,
4272,600469.SH,20190131,扭亏,103.579,104.8422
4273,600469.SH,20181031,-,,
4274,600469.SH,20180831,续亏,,
4275,600469.SH,20180127,首亏,-673.6158,-623.9419
4276,600021.SH,20190112,预增,151.0,202.0
4277,600184.SH,20180127,略增,47.0,47.0
4278,600477.SH,20180131,预增,80.0,80.0
4279,600527.SH,20180123,预增,150.0,150.0
4280,600545.SH,20180131,略增,26.5,41.1
4281,300011.SZ,20190410,扭亏,177.3153,435.0329
4282,300011.SZ,20190131,首亏,-881.8269,-875.0457
4283,300011.SZ,20181013,预增,30.0,60.0
4284,300011.SZ,20180713,预增,224.55,254.05
4285,300011.SZ,20180410,首亏,-223.7366,-100.0
4286,300011.SZ,20180131,略减,-39.76,-9.77
4287,300013.SZ,20190131,预减,-86.81,-58.34
4288,300013.SZ,20190131,预增,31.21,60.36
4289,300013.SZ,20181013,预减,-52.2,-43.77
4290,300013.SZ,20180714,略减,-25.0,0.0
4291,300013.SZ,20180410,预减,-62.76,-37.93
4292,300013.SZ,20180131,预增,129.57,159.09
4293,300014.SZ,20190402,预增,120.0,150.0
4294,300014.SZ,20181127,略增,33.0,45.0
4295,300014.SZ,20181012,略增,13.0,20.0
4296,300014.SZ,20180911,略增,0.2,3.83
4297,300014.SZ,20180702,略减,-38.45,-33.72
4298,300014.SZ,20180320,略增,20.0,40.0
4299,300014.SZ,20180116,预增,50.0,70.0
4300,601801.SH,20190427,不确定,,
4301,601801.SH,20190413,预减,-62.0,-60.0
4302,002328.SZ,20190131,略增,0.0,20.0
4303,002328.SZ,20181024,续盈,-15.0,15.0
4304,002328.SZ,20180824,续盈,-15.0,15.0
4305,002328.SZ,20180423,续盈,-15.0,15.0
4306,300023.SZ,20190322,续亏,-582.0,-528.0
4307,300023.SZ,20190201,首亏,-2021.6817,-2004.7525
4308,300023.SZ,20181027,-,,
4309,300023.SZ,20180829,首亏,-129.82,-123.75
4310,300023.SZ,20180714,预减,-81.4,-51.41
4311,300023.SZ,20180428,-,,
4312,300023.SZ,20180410,首亏,-317.07,-287.07
4313,300023.SZ,20180131,略减,-45.0,-15.0
4314,300012.SZ,20190410,扭亏,277.1326,297.7294
4315,300012.SZ,20190130,预增,80.0,110.0
4316,300012.SZ,20181015,预增,50.06,68.11
4317,300012.SZ,20180713,略增,15.01,45.0
4318,300012.SZ,20180410,首亏,-753.8655,-623.0924
4319,300012.SZ,20180130,略增,20.0,50.0
4320,300018.SZ,20190402,略减,-20.0,-10.0
4321,300018.SZ,20190131,首亏,-547.8699,-542.8748
4322,300018.SZ,20181030,首亏,,
4323,300018.SZ,20181015,预减,-95.0,-85.0
4324,300018.SZ,20180714,预减,-85.0,-65.0
4325,300018.SZ,20180330,预减,-65.0,-35.0
4326,300018.SZ,20180117,续盈,-10.0,10.0
4327,300016.SZ,20190228,略增,20.0,50.0
4328,300016.SZ,20190103,略增,10.0,35.0
4329,300016.SZ,20181012,略增,15.0,30.0
4330,300016.SZ,20180713,略增,10.0,30.0
4331,300016.SZ,20180228,略增,0.0,15.0
4332,300016.SZ,20180130,预增,590.0,620.0
4333,002320.SZ,20190125,略减,-10.0,0.0
4334,002320.SZ,20181020,略增,0.0,30.0
4335,002320.SZ,20180823,续盈,-15.0,35.0
4336,002320.SZ,20180421,略增,5.0,35.0
4337,300017.SZ,20190511,预增,78.01,106.94
4338,300017.SZ,20190320,预减,-54.04,-44.85
4339,300017.SZ,20190131,续盈,-10.0,10.0
4340,300017.SZ,20181013,略增,5.85,7.21
4341,300017.SZ,20180714,略增,0.0,10.0
4342,300017.SZ,20180410,略增,0.0,20.0
4343,300017.SZ,20180118,略减,-40.02,-32.02
4344,300071.SZ,20190410,首亏,-238.702,-222.5738
4345,300071.SZ,20190131,续亏,-179.6648,-177.8605
4346,300071.SZ,20181013,预减,-70.0,-40.0
4347,300071.SZ,20180714,略增,0.0,20.0
4348,300071.SZ,20180327,预增,30.0,60.0
4349,300071.SZ,20180131,略减,-45.0,-20.0
4350,002647.SZ,20181030,扭亏,118.5407,132.4462
4351,002647.SZ,20180331,扭亏,108.6605,143.3026
4352,002647.SZ,20180131,首亏,-326.3204,-281.0564
4353,002638.SZ,20190330,预减,-96.35,-72.6
4354,002638.SZ,20190131,首亏,-1881.5425,-1525.234
4355,002638.SZ,20181026,续盈,-40.0,10.0
4356,002638.SZ,20180830,续盈,-40.0,8.0
4357,002638.SZ,20180428,略增,0.0,35.0
4358,002638.SZ,20180131,扭亏,116.3752,123.3931
4359,300286.SZ,20190330,续盈,-10.0,10.0
4360,300286.SZ,20190111,续盈,-10.0,10.0
4361,300286.SZ,20181013,续盈,-5.0,10.0
4362,300286.SZ,20180711,略增,0.0,10.0
4363,300286.SZ,20180306,略增,5.0,25.0
4364,300286.SZ,20180110,略增,15.0,35.0
4365,300295.SZ,20190410,略减,-30.0,0.0
4366,300295.SZ,20190125,续盈,-10.0,10.0
4367,300295.SZ,20181013,略增,0.0,20.0
4368,300295.SZ,20180714,略增,0.0,15.0
4369,300295.SZ,20180410,略增,0.0,30.0
4370,300295.SZ,20180118,略减,-30.0,0.0
4371,300288.SZ,20190410,略减,-15.0,-5.0
4372,300288.SZ,20190131,续盈,-10.0,5.0
4373,300288.SZ,20181015,略减,-15.0,0.0
4374,300288.SZ,20180713,略增,0.0,10.0
4375,300288.SZ,20180410,略增,20.0,40.0
4376,002668.SZ,20190130,首亏,-513.62,-425.62
4377,002668.SZ,20181031,略减,-20.0,-10.0
4378,002668.SZ,20180829,续盈,-10.0,10.0
4379,002668.SZ,20180423,预增,40.0,70.0
4380,002668.SZ,20180328,预增,70.0,95.0
4381,002642.SZ,20190131,续亏,-582.8901,-533.4053
4382,002642.SZ,20181026,扭亏,119.7939,139.5878
4383,002642.SZ,20180816,预增,50.0,100.0
4384,002642.SZ,20180427,扭亏,104.5415,145.4155
4385,002642.SZ,20180222,预增,580.0,615.0
4386,002651.SZ,20181026,续盈,-20.0,20.0
4387,002651.SZ,20180821,预增,10.0,60.0
4388,002651.SZ,20180427,略增,0.0,40.0
4389,603599.SH,20180130,预增,82.81,104.9
4390,300324.SZ,20190410,略减,-39.22,-9.33
4391,300324.SZ,20190125,续盈,-10.0,12.0
4392,300324.SZ,20181013,略增,21.11,41.48
4393,300324.SZ,20180714,预增,55.0,85.0
4394,300324.SZ,20180427,略增,,
4395,300324.SZ,20180115,预增,40.0,70.0
4396,300324.SZ,20180113,续盈,-10.0,20.0
4397,300350.SZ,20190410,续盈,-20.0,10.0
4398,300350.SZ,20190131,首亏,-1038.6853,-1030.2286
4399,300350.SZ,20181013,略减,-35.0,-15.0
4400,300350.SZ,20180713,略减,-30.0,-10.0
4401,300350.SZ,20180410,略减,-50.0,-20.0
4402,300350.SZ,20180131,预减,-60.0,-30.0
4403,002149.SZ,20181027,略增,7.26,25.75
4404,002149.SZ,20180823,略增,0.84,26.05
4405,002149.SZ,20180425,续盈,-0.53,49.21
4406,002149.SZ,20180331,扭亏,100.0,677.8547
4407,002296.SZ,20190424,预增,50.0,80.0
4408,002296.SZ,20190411,预增,50.0,80.0
4409,002296.SZ,20181026,扭亏,106.5901,119.7703
4410,002296.SZ,20180806,续盈,-20.0,10.0
4411,002296.SZ,20180424,略减,-50.0,-20.0
4412,002296.SZ,20180330,预减,-80.0,-50.0
4413,002296.SZ,20180131,首亏,-299.8351,-264.5701
4414,002147.SZ,20190427,首亏,-192.1347,-165.8105
4415,002147.SZ,20190328,续亏,-45.2519,-8.9389
4416,002147.SZ,20190130,首亏,-116.9404,-113.2577
4417,002147.SZ,20181031,预减,-89.84,-86.89
4418,002147.SZ,20180828,预增,95.01,143.77
4419,002147.SZ,20180714,预增,277.96,304.96
4420,002147.SZ,20180426,预增,13.39,51.18
4421,002147.SZ,20180329,首亏,-495.358,-405.5039
4422,002157.SZ,20190330,首亏,-767.923,-690.2575
4423,002157.SZ,20190109,预减,-69.57,-61.96
4424,002157.SZ,20181018,预减,-80.98,-56.25
4425,002157.SZ,20180929,预减,-97.55,-87.75
4426,002157.SZ,20180808,首亏,-153.8994,-112.2499
4427,002157.SZ,20180704,首亏,-172.78,-158.22
4428,601360.SH,20180120,预减,-64.0,-56.0
4429,300287.SZ,20190410,预减,-89.8,-79.6
4430,300287.SZ,20190131,首亏,-571.4088,-570.1715
4431,300287.SZ,20181015,略减,-40.0,-10.0
4432,300287.SZ,20180712,略增,10.0,30.0
4433,300287.SZ,20180410,略增,30.0,50.0
4434,300290.SZ,20190410,略增,0.0,30.0
4435,300290.SZ,20190129,略增,0.0,20.0
4436,300290.SZ,20181013,略减,-40.0,-10.0
4437,300290.SZ,20180714,预减,-70.0,-40.0
4438,300290.SZ,20180410,预增,30.0,60.0
4439,300290.SZ,20180127,略减,-50.0,-20.0
4440,002649.SZ,20190130,续盈,-5.0,25.0
4441,002649.SZ,20181025,略增,0.0,30.0
4442,002649.SZ,20180829,略增,20.0,50.0
4443,002649.SZ,20180714,续盈,-10.0,10.0
4444,002649.SZ,20180426,略增,10.0,40.0
4445,002649.SZ,20180312,略增,0.0,30.0
4446,002664.SZ,20181023,续盈,-10.0,20.0
4447,002664.SZ,20180820,续盈,-10.0,20.0
4448,002664.SZ,20180428,续盈,-15.0,15.0
4449,300298.SZ,20190326,预减,-55.0,-25.0
4450,300298.SZ,20190119,略增,15.0,35.0
4451,300298.SZ,20181013,略增,0.0,30.0
4452,300298.SZ,20180712,预增,60.0,90.0
4453,300298.SZ,20180410,预增,70.0,100.0
4454,300298.SZ,20180131,预增,105.0,135.0
4455,002655.SZ,20190426,扭亏,149.4688,165.9584
4456,002655.SZ,20190312,扭亏,100.0,120.6925
4457,002655.SZ,20181023,扭亏,104.5736,111.4339
4458,002655.SZ,20180820,续盈,-40.0,10.0
4459,002655.SZ,20180427,首亏,-417.4981,-311.6654
4460,002655.SZ,20180418,首亏,-1006.6475,-754.8009
4461,002655.SZ,20180116,首亏,-1099.551,-766.3673
4462,002656.SZ,20181023,略减,-48.03,-25.75
4463,002656.SZ,20180830,略减,-49.75,-33.0
4464,002656.SZ,20180509,略减,-47.76,-24.02
4465,002656.SZ,20180330,预减,-66.07,-60.93
4466,002667.SZ,20181023,略减,-50.0,0.0
4467,002667.SZ,20180823,略减,-50.0,0.0
4468,002667.SZ,20180418,续盈,-10.0,40.0
4469,300289.SZ,20190427,预减,-70.0,-50.0
4470,300289.SZ,20190410,预减,-94.55,-67.31
4471,300289.SZ,20190131,略减,-40.0,-28.83
4472,300289.SZ,20181010,略增,5.0,15.0
4473,300289.SZ,20180712,续盈,-10.0,10.0
4474,300289.SZ,20180410,略增,5.0,15.0
4475,300289.SZ,20180130,续盈,-5.0,5.0
4476,300483.SZ,20190425,预增,,
4477,300483.SZ,20190410,预增,555.65,583.25
4478,300483.SZ,20190201,略减,-39.8,-10.57
4479,300483.SZ,20190131,略减,-39.8,-10.57
4480,300483.SZ,20181013,略减,-38.82,-30.55
4481,300483.SZ,20180712,略减,-40.04,-22.78
4482,300483.SZ,20180404,略减,-43.6,-29.49
4483,300483.SZ,20180207,略增,1.25,31.14
4484,300483.SZ,20180130,预减,-66.14,-55.98
4485,300532.SZ,20190115,预减,-83.91,-76.4
4486,300532.SZ,20190115,略增,20.45,40.52
4487,300532.SZ,20181029,-,,
4488,300532.SZ,20181013,预减,-68.13,-63.35
4489,300532.SZ,20180712,预增,42.8,61.22
4490,300532.SZ,20180427,-,,
4491,300532.SZ,20180327,预增,100.05,125.06
4492,300532.SZ,20180125,预增,51.9,64.71
4493,002662.SZ,20190425,首亏,-181.3502,-152.8776
4494,002662.SZ,20190413,续亏,-399.1628,-195.8001
4495,002662.SZ,20181025,预增,35.0,65.0
4496,002662.SZ,20180821,预增,180.0,220.0
4497,002662.SZ,20180714,预增,23.0,70.0
4498,002662.SZ,20180424,首亏,-245.8431,-187.5059
4499,002662.SZ,20180414,首亏,-147.0294,-120.1555
4500,002662.SZ,20180131,略减,-45.0,-30.0
4501,002688.SZ,20181022,预增,30.0,60.0
4502,002688.SZ,20180815,略增,0.0,30.0
4503,002688.SZ,20180423,续盈,-20.0,20.0
4504,002688.SZ,20180111,略减,-30.0,-10.0
4505,002652.SZ,20181020,续盈,-30.0,20.0
4506,002652.SZ,20180824,续盈,-30.0,20.0
4507,002652.SZ,20180425,续盈,-30.0,20.0
4508,603729.SH,20190430,不确定,,
4509,603729.SH,20180619,预增,290.012,330.1014
4510,603729.SH,20180424,扭亏,2230.2358,2656.283
4511,603729.SH,20180205,扭亏,3199.4932,3350.7399
4512,603729.SH,20180104,略增,5.0,25.0
4513,601231.SH,20180131,预增,63.1,63.1
4514,002657.SZ,20190329,预增,230.0,280.0
4515,002657.SZ,20181026,扭亏,100.0,150.0
4516,002657.SZ,20180815,续盈,-45.0,5.0
4517,002657.SZ,20180427,续盈,-20.0,30.0
4518,002657.SZ,20180131,首亏,-235.0,-185.0
4519,002151.SZ,20190413,首亏,-596.3744,-472.2808
4520,002151.SZ,20190329,首亏,-679.8479,-580.038
4521,002151.SZ,20181023,续盈,-14.2,33.4
4522,002151.SZ,20181013,略减,-34.0,-21.0
4523,002151.SZ,20180829,略增,5.0,50.0
4524,002151.SZ,20180714,预增,64.58,103.76
4525,002151.SZ,20180426,略增,2.0,49.0
4526,002151.SZ,20180330,略增,0.0,15.07
4527,002156.SZ,20190330,首亏,-250.0001,-200.0
4528,002156.SZ,20190131,略增,0.0,30.0
4529,002156.SZ,20181027,预增,20.0,70.0
4530,002156.SZ,20180830,预增,20.0,70.0
4531,002156.SZ,20180428,续盈,-10.0,30.0
4532,002156.SZ,20180131,略减,-40.0,0.0
4533,002658.SZ,20190131,略减,-20.0,0.0
4534,002658.SZ,20181025,略增,0.0,30.0
4535,002658.SZ,20180825,续盈,-10.0,30.0
4536,002658.SZ,20180425,续盈,-20.0,20.0
4537,002669.SZ,20190416,预增,150.0,170.0
4538,002669.SZ,20190412,预增,150.0,170.0
4539,002669.SZ,20190327,预增,45.0,85.0
4540,002669.SZ,20181026,预增,65.0,115.0
4541,002669.SZ,20180821,略增,10.0,40.0
4542,002669.SZ,20180428,续盈,-20.0,20.0
4543,002669.SZ,20180328,预减,-60.0,-40.0
4544,002669.SZ,20180120,略减,-49.0,-42.0
4545,300300.SZ,20190409,预增,65.0,95.0
4546,300300.SZ,20190125,预增,70.31,100.3
4547,300300.SZ,20181012,预增,206.92,218.29
4548,300300.SZ,20180714,预增,140.5,170.0
4549,300300.SZ,20180209,预增,500.03,529.93
4550,300300.SZ,20180112,预增,139.95,169.92
4551,300755.SZ,20190409,略增,40.77,47.32
4552,002660.SZ,20190427,预增,154.84,282.26
4553,002660.SZ,20190330,续亏,34.8694,100.0
4554,002660.SZ,20190131,首亏,-2855.4525,-2396.2104
4555,002660.SZ,20181026,续盈,-23.46,26.29
4556,002660.SZ,20180824,预减,-72.9,-34.96
4557,002660.SZ,20180426,预减,-100.0,-50.02
4558,002660.SZ,20180328,-,-723.2643,511.6322
4559,002659.SZ,20190330,续亏,23.6035,40.2115
4560,002659.SZ,20181026,首亏,-521.3397,-465.4477
4561,002659.SZ,20180808,续亏,-104.8139,-77.5054
4562,002659.SZ,20180425,续亏,-117.2711,-77.7672
4563,002659.SZ,20180330,首亏,-3050.2041,-2207.2887
4564,002674.SZ,20190423,预增,80.0,110.0
4565,002674.SZ,20190326,预增,85.0,135.0
4566,002674.SZ,20190110,预增,150.0,190.0
4567,002674.SZ,20181030,预增,70.0,120.0
4568,002674.SZ,20180828,预增,20.0,60.0
4569,002674.SZ,20180424,预增,30.0,80.0
4570,002674.SZ,20180327,略减,-50.0,0.0
4571,002661.SZ,20181016,预增,60.0,110.0
4572,002661.SZ,20180820,预增,65.0,100.0
4573,002661.SZ,20180417,预增,50.0,90.0
4574,002661.SZ,20180328,预增,80.0,120.0
4575,002661.SZ,20180131,续盈,-25.0,25.0
4576,002155.SZ,20181026,续盈,-30.0,20.0
4577,002155.SZ,20180821,续盈,-30.0,20.0
4578,002155.SZ,20180427,续盈,-30.0,20.0
4579,300320.SZ,20190329,略增,5.0,25.0
4580,300320.SZ,20190129,略增,5.0,25.0
4581,300320.SZ,20181013,略增,16.0,28.0
4582,300320.SZ,20180713,预增,40.0,60.0
4583,300320.SZ,20180130,预增,80.0,110.0
4584,300320.SZ,20180108,预增,65.0,85.0
4585,300313.SZ,20190426,续亏,,
4586,300313.SZ,20190410,续亏,-88.505,-13.103
4587,300313.SZ,20190131,首亏,-26428.7581,-26361.5929
4588,300313.SZ,20181025,预增,,
4589,300313.SZ,20181013,预增,1142.67,1172.0
4590,300313.SZ,20180825,预增,2706.36,2735.34
4591,300313.SZ,20180714,预增,709.69,739.45
4592,300313.SZ,20180425,扭亏,,
4593,300313.SZ,20180313,续亏,-2.4302,18.0559
4594,300313.SZ,20180131,扭亏,102.8647,106.4456
4595,300314.SZ,20190410,略减,-45.0,-20.0
4596,300314.SZ,20190131,略减,-15.0,0.0
4597,300314.SZ,20181012,略减,-35.0,-15.0
4598,300314.SZ,20180714,略减,-45.0,-25.0
4599,300314.SZ,20180410,略减,-35.0,-10.0
4600,300314.SZ,20180131,续盈,-20.0,5.0
4601,002670.SZ,20190131,首亏,-186.1115,-168.8892
4602,002670.SZ,20181029,-,,
4603,002670.SZ,20180824,首亏,-159.3893,-144.542
4604,002670.SZ,20180706,首亏,-219.4544,-212.818
4605,002670.SZ,20180420,预减,-66.82,-33.64
4606,002670.SZ,20180331,首亏,-442.2248,-385.1873
4607,603333.SH,20190423,预增,,
4608,603333.SH,20190402,扭亏,304.0405,375.1863
4609,603333.SH,20190109,预增,226.0,255.0
4610,603333.SH,20181016,预增,200.0,300.0
4611,603333.SH,20180112,扭亏,119.3317,125.7756
4612,002799.SZ,20190426,预增,60.0,100.0
4613,002799.SZ,20190330,预增,80.0,120.0
4614,002799.SZ,20181023,略增,20.0,40.0
4615,002799.SZ,20180821,续盈,-5.0,5.0
4616,002799.SZ,20180425,续盈,-5.0,10.0
4617,002675.SZ,20181027,预增,40.0,70.0
4618,002675.SZ,20180811,预增,30.0,60.0
4619,002675.SZ,20180425,预增,35.0,65.0
4620,300327.SZ,20190409,略减,-10.0,-5.0
4621,300327.SZ,20190112,略增,21.0,29.0
4622,300327.SZ,20181013,略增,25.0,30.0
4623,300327.SZ,20180711,略增,25.0,33.0
4624,300327.SZ,20180330,略增,10.0,35.0
4625,300327.SZ,20180112,略增,20.0,30.0
4626,300311.SZ,20190410,续盈,-15.0,14.0
4627,300311.SZ,20190129,续盈,-14.0,15.0
4628,300311.SZ,20181013,预增,25.0,55.0
4629,300311.SZ,20180702,预增,50.0,80.0
4630,300311.SZ,20180403,续盈,-15.0,15.0
4631,300311.SZ,20180131,预增,35.0,55.0
4632,002677.SZ,20181022,略增,20.0,40.0
4633,002677.SZ,20180723,略增,30.0,50.0
4634,002677.SZ,20180704,略增,45.0,50.0
4635,002677.SZ,20180428,预增,35.0,55.0
4636,002677.SZ,20180301,略增,35.0,50.0
4637,002676.SZ,20190330,续亏,46.5384,64.3589
4638,002676.SZ,20190130,扭亏,108.3264,112.4896
4639,002676.SZ,20181029,续亏,27.1437,47.9598
4640,002676.SZ,20180829,首亏,-237.3964,-198.1403
4641,002676.SZ,20180424,首亏,-227.1906,-187.4435
4642,002676.SZ,20180331,首亏,-376.64,-284.4267
4643,002676.SZ,20180123,首亏,-213.6487,-181.1776
4644,300308.SZ,20190405,略减,-39.23,-24.41
4645,300308.SZ,20190126,预增,271.0,300.0
4646,300308.SZ,20181030,略增,,
4647,300308.SZ,20181013,预增,268.16,296.66
4648,300308.SZ,20180713,预增,7822.0,7948.0
4649,300308.SZ,20180427,略增,,
4650,300308.SZ,20180410,扭亏,3431.0,3546.0
4651,300308.SZ,20180131,预增,1293.0,1691.0
4652,300330.SZ,20190410,扭亏,105.5556,155.5556
4653,300330.SZ,20190130,首亏,-486.611,-419.3743
4654,300330.SZ,20181013,续亏,-307.0633,-284.4486
4655,300330.SZ,20180714,续亏,0.4561,4.2847
4656,300330.SZ,20180410,续亏,81.9814,100.0
4657,300330.SZ,20180130,扭亏,112.4364,122.8002
4658,300302.SZ,20190410,首亏,-162.7361,-139.21
4659,300302.SZ,20190131,预减,-70.0,-40.0
4660,300302.SZ,20181012,略增,30.0,50.0
4661,300302.SZ,20180704,预增,40.0,60.0
4662,300302.SZ,20180313,略增,5.0,15.0
4663,300302.SZ,20180123,预减,-65.0,-40.0
4664,300315.SZ,20190410,预增,33.01,59.61
4665,300315.SZ,20190131,首亏,-1301.238,-1299.3433
4666,300315.SZ,20181030,-,,
4667,300315.SZ,20181012,略增,24.28,39.5
4668,300315.SZ,20180713,预增,31.03,60.98
4669,300315.SZ,20180410,略减,-38.21,-10.41
4670,300315.SZ,20180131,预减,-64.61,-35.11
4671,300312.SZ,20190410,首亏,-1644.8936,-1323.0407
4672,300312.SZ,20190130,续亏,-160.9073,-157.3815
4673,300312.SZ,20181030,续亏,,
4674,300312.SZ,20181013,续亏,67.9864,78.6576
4675,300312.SZ,20180714,扭亏,100.0,121.3294
4676,300312.SZ,20180410,扭亏,100.0,136.9417
4677,300312.SZ,20180131,首亏,-780.83,-755.43
4678,300317.SZ,20190429,首亏,,
4679,300317.SZ,20190410,首亏,-212.3147,-196.823
4680,300317.SZ,20190131,首亏,-720.9891,-719.4009
4681,300317.SZ,20181030,-,,
4682,300317.SZ,20181013,预减,-98.76,-93.98
4683,300317.SZ,20180714,预减,-95.57,-82.27
4684,300317.SZ,20180410,预减,-74.51,-64.31
4685,300317.SZ,20180131,略增,0.0,30.0
4686,601038.SH,20190130,首亏,-2577.2525,-2046.4127
4687,601038.SH,20181027,首亏,,
4688,601038.SH,20180811,首亏,-626.8762,-533.898
4689,601038.SH,20180131,预减,-90.0,-70.0
4690,300299.SZ,20190410,略减,-50.0,-20.0
4691,300299.SZ,20190131,扭亏,130.9413,133.8603
4692,300299.SZ,20181013,预减,-61.0,-36.0
4693,300299.SZ,20180714,预减,-75.42,-50.85
4694,300299.SZ,20180410,预减,-80.71,-51.78
4695,300299.SZ,20180131,首亏,-259.3783,-254.8246
4696,603000.SH,20190131,预增,100.2,140.24
4697,603000.SH,20181018,预增,303.22,334.24
4698,002671.SZ,20190328,首亏,-1897.0632,-1243.5857
4699,002671.SZ,20190131,首亏,-282.8928,-193.3127
4700,002671.SZ,20181030,首亏,-249.3003,-155.9876
4701,002671.SZ,20181015,扭亏,173.0413,201.4462
4702,002671.SZ,20180824,扭亏,132.4628,173.0413
4703,002671.SZ,20180424,扭亏,112.7497,138.2491
4704,002671.SZ,20180331,扭亏,100.0,132.1363
4705,002665.SZ,20190330,扭亏,213.7848,259.2987
4706,002665.SZ,20181025,首亏,-802.9159,-547.3101
4707,002665.SZ,20181013,首亏,-117.9446,-110.7668
4708,002665.SZ,20180822,预减,-95.0,-65.0
4709,002665.SZ,20180714,预减,-80.0,-60.0
4710,002665.SZ,20180428,续盈,-20.0,10.0
4711,002665.SZ,20180330,续亏,30.0001,60.0003
4712,002665.SZ,20180131,略减,-40.0,0.0
4713,002696.SZ,20190131,预减,-73.5,-29.33
