,ts_code,ann_date,type,p_change_min,p_change_max
11055,300255.SZ,20190131,略增,0.0,20.0
11056,300255.SZ,20181013,略增,20.0,30.0
11057,300255.SZ,20180713,略增,10.0,30.0
11058,300255.SZ,20180404,略增,0.0,10.0
11059,300255.SZ,20180115,略增,10.0,30.0
11060,300252.SZ,20190410,预减,-60.0,-40.0
11061,300252.SZ,20190131,略增,0.0,15.0
11062,300252.SZ,20181013,略减,-10.0,0.0
11063,300252.SZ,20180713,略减,-20.0,-5.0
11064,300252.SZ,20180331,略减,-30.0,-15.0
11065,300252.SZ,20180131,略减,-35.0,-5.0
11066,300260.SZ,20190226,预增,76.17,106.12
11067,300260.SZ,20190131,预增,76.08,103.88
11068,300260.SZ,20181027,略增,,
11069,300260.SZ,20180828,预增,117.9,145.14
11070,300260.SZ,20180714,预增,76.09,100.1
11071,300260.SZ,20180320,预增,74.25,90.1
11072,300260.SZ,20180123,预增,64.07,92.78
11073,002830.SZ,20190330,续亏,-19.9994,10.0001
11074,002830.SZ,20181027,续盈,-40.0,10.0
11075,002830.SZ,20180821,续盈,-30.0,10.0
11076,002830.SZ,20180423,续盈,-10.0,20.0
11077,002830.SZ,20180331,续亏,-20.0002,9.9999
11078,300259.SZ,20190329,略增,10.0,40.0
11079,300259.SZ,20190115,续盈,-10.0,10.0
11080,300259.SZ,20181013,略增,0.0,20.0
11081,300259.SZ,20180712,预增,40.0,70.0
11082,300259.SZ,20180331,略增,0.0,30.0
11083,300259.SZ,20180116,预增,40.0,60.0
11084,300265.SZ,20190410,略增,5.0,25.0
11085,300265.SZ,20190117,续盈,-10.0,10.0
11086,300265.SZ,20181013,预减,-60.0,-40.0
11087,300265.SZ,20180713,略减,-47.0,-27.0
11088,300265.SZ,20180410,预减,-83.0,-71.0
11089,300265.SZ,20180127,预减,-69.0,-49.0
11090,300267.SZ,20190410,略减,-20.0,0.0
11091,300267.SZ,20190131,预减,-60.0,-40.0
11092,300267.SZ,20181013,略减,-49.0,-39.0
11093,300267.SZ,20180714,略减,-49.0,-31.0
11094,300267.SZ,20180410,略减,-48.0,-28.0
11095,300267.SZ,20180131,略减,-35.0,-10.0
11096,002717.SZ,20190326,预减,-70.0,-30.0
11097,002717.SZ,20181031,预增,50.0,85.0
11098,002717.SZ,20180818,预增,60.0,100.0
11099,002717.SZ,20180428,预增,50.0,100.0
11100,002717.SZ,20180320,预增,60.0,100.0
11101,002618.SZ,20181025,预增,10.0,60.0
11102,002618.SZ,20180823,略增,0.0,50.0
11103,002618.SZ,20180714,预增,10.0,60.0
11104,002618.SZ,20180428,续盈,-40.0,10.0
11105,300303.SZ,20190330,预增,40.0,70.0
11106,300303.SZ,20190130,预增,160.0,190.0
11107,300303.SZ,20181012,续盈,-5.0,25.0
11108,300303.SZ,20180712,略增,0.0,30.0
11109,300303.SZ,20180410,续盈,-25.0,5.0
11110,300303.SZ,20180131,预减,-70.0,-40.0
11111,300284.SZ,20190409,略增,10.0,30.0
11112,300284.SZ,20190121,略增,15.0,35.0
11113,300284.SZ,20181012,略增,10.0,30.0
11114,300284.SZ,20180712,略增,10.0,30.0
11115,300284.SZ,20180410,略增,15.0,35.0
11116,300284.SZ,20180120,略增,10.0,30.0
11117,601908.SH,20180627,预增,60.0,85.0
11118,601908.SH,20180127,预增,40.0,60.0
11119,601886.SH,20180723,略增,25.0,35.0
11120,300261.SZ,20190410,预增,25.0,55.0
11121,300261.SZ,20190118,预增,113.0,141.0
11122,300261.SZ,20180908,预增,120.0,140.0
11123,300261.SZ,20180705,预增,70.0,100.0
11124,300261.SZ,20180206,预增,100.0,130.0
11125,300261.SZ,20180130,预增,317.0,347.0
11126,300273.SZ,20190410,略增,0.0,10.0
11127,300273.SZ,20190122,略增,8.0,20.0
11128,300273.SZ,20181010,略增,16.0,35.0
11129,300273.SZ,20180619,略增,20.0,40.0
11130,300273.SZ,20180331,略增,20.0,40.0
11131,300273.SZ,20180131,略增,1.0,10.0
11132,300269.SZ,20190410,首亏,-347.6274,-314.6104
11133,300269.SZ,20190131,首亏,-2791.6424,-2786.8479
11134,300269.SZ,20181030,首亏,,
11135,300269.SZ,20181013,预减,-50.81,-42.13
11136,300269.SZ,20180710,略减,-29.79,-8.19
11137,300269.SZ,20180410,预减,-79.52,-59.04
11138,300269.SZ,20180131,续盈,-10.66,19.12
11139,603518.SH,20181013,预增,125.0,145.0
11140,603518.SH,20180713,预增,145.0,165.0
11141,603518.SH,20180403,预增,100.0,120.0
11142,603518.SH,20180127,预增,70.0,90.0
11143,002611.SZ,20190330,预增,40.0,90.0
11144,002611.SZ,20190131,首亏,-1000.2498,-700.1672
11145,002611.SZ,20181030,略增,12.2,33.0
11146,002611.SZ,20180830,预增,51.5,101.5
11147,002611.SZ,20180428,预增,50.0,100.0
11148,002611.SZ,20180331,预增,30.0,80.0
11149,002611.SZ,20180124,预增,410.0,460.0
11150,300268.SZ,20190410,略增,3.92,33.02
11151,300268.SZ,20190125,预增,859.42,1002.31
11152,300268.SZ,20181013,扭亏,100.0,112.9135
11153,300268.SZ,20180714,扭亏,200.2874,267.1457
11154,300268.SZ,20180410,扭亏,237.2524,374.5049
11155,300268.SZ,20180131,预减,-55.78,-28.57
11156,300263.SZ,20190320,预增,90.0,120.0
11157,300263.SZ,20190109,预增,162.0,183.0
11158,300263.SZ,20190108,预增,162.0,183.0
11159,300263.SZ,20181011,预增,80.39,110.1
11160,300263.SZ,20180711,预增,150.0,180.0
11161,300263.SZ,20180410,略增,20.0,50.0
11162,300263.SZ,20180131,预增,200.0,230.0
11163,300294.SZ,20190410,略增,15.0,35.0
11164,300294.SZ,20190131,略增,25.0,35.0
11165,300294.SZ,20181011,略增,15.0,45.0
11166,300294.SZ,20180712,略增,10.0,40.0
11167,300294.SZ,20180410,略增,0.0,20.0
11168,300294.SZ,20180112,略增,15.0,45.0
11169,002616.SZ,20190426,预增,200.0,250.0
11170,002616.SZ,20190228,预增,100.0,150.0
11171,002616.SZ,20190124,预增,85.0,100.0
11172,002616.SZ,20181024,预增,50.0,80.0
11173,002616.SZ,20181010,略增,30.0,40.0
11174,002616.SZ,20180828,续盈,-30.0,20.0
11175,002616.SZ,20180428,续盈,-40.0,10.0
11176,002785.SZ,20181030,扭亏,224.214,270.7942
11177,002785.SZ,20180823,略减,-49.05,-33.13
11178,002785.SZ,20180428,续盈,-10.0,20.0
11179,002785.SZ,20180131,略减,-30.69,-9.03
11180,002816.SZ,20190330,续亏,-69.5049,-23.8689
11181,002816.SZ,20190131,预减,-75.26,-38.15
11182,002816.SZ,20181024,略减,-44.34,-7.23
11183,002816.SZ,20180823,略减,-35.84,-11.16
11184,002816.SZ,20180424,续盈,-23.25,18.08
11185,002816.SZ,20180331,续亏,-20.6546,12.8605
11186,603689.SH,20190125,预增,34.0,54.0
11187,300665.SZ,20190410,不确定,-40.5085,146.8362
11188,300665.SZ,20190125,续盈,-14.99,14.99
11189,300665.SZ,20181013,略增,12.0,25.0
11190,300665.SZ,20180711,略增,5.0,20.0
11191,300665.SZ,20180405,首亏,-349.7981,-256.1238
11192,300665.SZ,20180131,略减,-20.0,0.0
11193,603067.SH,20190116,预增,41.82,59.79
11194,603067.SH,20180703,预增,70.0,80.0
11195,002835.SZ,20190425,不确定,32.2797,154.1762
11196,002835.SZ,20190330,续亏,-37.4218,8.3855
11197,002835.SZ,20181018,-,-114.67,-75.55
11198,002835.SZ,20180825,-,-124.609,-87.6955
11199,002835.SZ,20180425,首亏,-165.8782,-135.4729
11200,002835.SZ,20180331,首亏,-202.2071,-169.9312
11201,300573.SZ,20190408,扭亏,123.4594,176.881
11202,300573.SZ,20190125,预减,-67.63,-57.99
11203,300573.SZ,20181011,预减,-74.39,-67.35
11204,300573.SZ,20180711,首亏,-116.6659,-106.3723
11205,300573.SZ,20180427,首亏,-120.222,-107.0964
11206,300573.SZ,20180405,首亏,-140.207,-121.7034
11207,300573.SZ,20180125,略减,-28.38,-20.76
11208,603886.SH,20190129,略增,10.0,20.0
11209,603886.SH,20180427,-,,
11210,603886.SH,20180130,预增,62.0,82.0
11211,603601.SH,20190412,预增,44.0,60.0
11212,603601.SH,20190129,预增,40.0,60.0
11213,603601.SH,20181013,预增,50.0,60.0
11214,603601.SH,20180710,预增,65.0,75.0
11215,603601.SH,20180412,预增,75.0,94.0
11216,603601.SH,20180117,预增,42.0,61.0
11217,300428.SZ,20190410,略增,0.0,30.0
11218,300428.SZ,20190123,略减,-10.0,0.0
11219,300428.SZ,20181015,略减,-25.0,0.0
11220,300428.SZ,20180714,略增,1.0,20.0
11221,300428.SZ,20180316,略增,20.0,50.0
11222,300428.SZ,20180131,略增,30.0,50.0
11223,300488.SZ,20190410,略减,-15.0,0.0
11224,300488.SZ,20190131,略减,-30.0,-5.0
11225,300488.SZ,20181013,略增,10.0,30.0
11226,300488.SZ,20180714,略增,15.0,35.0
11227,300488.SZ,20180410,预增,75.0,95.0
11228,300488.SZ,20180113,预增,30.0,60.0
11229,002765.SZ,20190430,首亏,-188.9496,-150.1767
11230,002765.SZ,20190326,首亏,-200.0137,-150.0068
11231,002765.SZ,20190131,预减,-100.0,-80.0
11232,002765.SZ,20181027,预减,-70.0,-40.0
11233,002765.SZ,20181013,预减,-65.0,-45.0
11234,002765.SZ,20180828,略减,-50.0,-20.0
11235,002765.SZ,20180714,略减,-40.0,-20.0
11236,002765.SZ,20180427,续盈,-10.0,20.0
11237,300426.SZ,20190410,首亏,-283.02,-262.55
11238,300426.SZ,20190131,首亏,-393.362,-390.7659
11239,300426.SZ,20181016,略减,-21.94,-13.74
11240,300426.SZ,20180713,预增,41.49,58.14
11241,300426.SZ,20180410,预增,157.58,187.17
11242,300426.SZ,20180116,略增,11.66,39.57
11243,300434.SZ,20190410,略增,0.11,9.99
11244,300434.SZ,20190126,略增,2.19,32.18
11245,300434.SZ,20181013,预增,96.31,126.29
11246,300434.SZ,20180713,预增,242.9,272.89
11247,300434.SZ,20180426,略增,,
11248,300434.SZ,20180410,扭亏,965.569,995.478
11249,300434.SZ,20180127,预增,334.06,364.03
11250,002810.SZ,20190423,预增,120.0,150.0
11251,002810.SZ,20190312,预增,100.0,150.0
11252,002810.SZ,20181023,预增,30.0,70.0
11253,002810.SZ,20180823,略增,20.0,50.0
11254,002810.SZ,20180427,续盈,-10.0,30.0
11255,300539.SZ,20190410,续盈,-14.66,14.47
11256,300539.SZ,20190131,预减,-61.87,-49.16
11257,300539.SZ,20181013,预减,-62.07,-50.52
11258,300539.SZ,20180713,预减,-55.57,-37.43
11259,300539.SZ,20180410,预减,-70.18,-61.23
11260,300539.SZ,20180131,续盈,-18.75,9.23
11261,603808.SH,20180130,预增,40.0,60.0
11262,603778.SH,20190425,首亏,-110.6976,-110.6976
11263,603778.SH,20190131,预减,-85.5,-78.81
11264,300439.SZ,20190320,略增,0.0,5.0
11265,300439.SZ,20190131,略增,10.0,20.0
11266,300439.SZ,20181013,略增,20.72,26.82
11267,300439.SZ,20180714,略增,30.0,40.0
11268,300439.SZ,20180410,略增,35.0,45.0
11269,300439.SZ,20180130,略增,15.0,35.0
11270,300450.SZ,20190321,略增,0.0,30.0
11271,300450.SZ,20190130,预增,25.0,55.0
11272,300450.SZ,20181013,预增,80.0,110.0
11273,300450.SZ,20180710,预增,70.0,100.0
11274,300450.SZ,20180308,预增,80.0,110.0
11275,300450.SZ,20180125,预增,70.0,100.0
11276,603398.SH,20190430,略增,,
11277,300502.SZ,20190424,不确定,,
11278,300502.SZ,20190405,扭亏,924.7649,1062.2258
11279,300502.SZ,20190116,预减,-77.5,-59.49
11280,300502.SZ,20181012,预减,-97.93,-89.65
11281,300502.SZ,20180713,首亏,-127.1311,-120.7473
11282,300502.SZ,20180425,略减,,
11283,300502.SZ,20180410,首亏,-120.0827,-106.6942
11284,300502.SZ,20180117,略增,10.0,25.0
11285,300446.SZ,20190410,续盈,-10.0,10.0
11286,300446.SZ,20190130,续盈,-10.0,10.0
11287,300446.SZ,20181013,略增,0.0,10.0
11288,300446.SZ,20180713,续盈,-10.0,10.0
11289,300446.SZ,20180320,续盈,-10.0,10.0
11290,300446.SZ,20180130,续盈,-10.0,10.0
11291,300493.SZ,20190410,略减,-47.36,-21.04
11292,300493.SZ,20190123,预减,-65.0,-35.0
11293,300493.SZ,20181013,略减,-30.0,-10.0
11294,300493.SZ,20180713,略增,8.2,18.6
11295,300493.SZ,20180405,略增,20.86,32.19
11296,300493.SZ,20180125,略增,10.52,21.67
11297,300427.SZ,20190410,略增,1.03,9.45
11298,300427.SZ,20190108,预增,78.04,103.48
11299,300427.SZ,20181013,预增,577.0,605.21
11300,300427.SZ,20180703,预增,723.57,751.49
11301,300427.SZ,20180213,扭亏,1192.3817,1286.5525
11302,300427.SZ,20180111,预增,46.31,76.11
11303,603628.SH,20190130,预减,-57.5,-44.76
11304,603628.SH,20180828,略减,,
11305,603628.SH,20180424,略减,,
11306,300538.SZ,20190409,略增,2.4,21.6
11307,300538.SZ,20190129,预增,51.88,73.58
11308,300538.SZ,20181012,预增,121.21,139.64
11309,300538.SZ,20180713,预增,114.33,128.62
11310,300538.SZ,20180403,略增,20.0,50.0
11311,300538.SZ,20180127,略减,-35.0,-15.0
11312,300556.SZ,20190319,续亏,11.9148,33.9361
11313,300556.SZ,20190118,预增,122.68,151.08
11314,300556.SZ,20181013,预增,228.36,257.78
11315,300556.SZ,20180714,预增,362.0,391.0
11316,300556.SZ,20180410,续亏,8.1994,29.5753
11317,300556.SZ,20180131,略减,-15.0,0.0
11318,300540.SZ,20190409,扭亏,147.6285,195.2571
11319,300540.SZ,20190130,首亏,-701.5786,-675.6485
11320,300540.SZ,20181012,略减,-50.0,-30.0
11321,300540.SZ,20180710,略减,-10.0,0.0
11322,300540.SZ,20180404,续亏,-3.2136,38.0719
11323,300540.SZ,20180130,预减,-60.0,-40.0
11324,300550.SZ,20190312,预增,99.12,128.98
11325,300550.SZ,20190117,略增,15.49,24.6
11326,300550.SZ,20181012,略增,20.93,30.6
11327,300550.SZ,20180712,略增,3.94,19.93
11328,300550.SZ,20180409,预增,174.55,202.0
11329,300550.SZ,20180109,略减,-38.55,-34.7
11330,603035.SH,20190124,预增,58.0,58.0
11331,603035.SH,20180427,略增,,
11332,300561.SZ,20190410,续盈,-10.51,15.81
11333,300561.SZ,20190131,预减,-84.99,-55.08
11334,300561.SZ,20181013,预减,-64.67,-55.62
11335,300561.SZ,20180714,预减,-65.5,-46.92
11336,300561.SZ,20180410,预减,-50.12,-25.18
11337,300561.SZ,20180120,略增,0.0,30.0
11338,603716.SH,20181015,略增,30.0,50.0
11339,603716.SH,20180207,预增,50.0,80.0
11340,300548.SZ,20190410,预减,-85.76,-60.83
11341,300548.SZ,20190129,预减,-74.94,-46.12
11342,300548.SZ,20181015,略减,-32.35,-22.07
11343,300548.SZ,20180714,略减,-39.31,-16.7
11344,300548.SZ,20180329,略减,-35.37,-10.52
11345,300548.SZ,20180124,略增,6.03,23.7
11346,300459.SZ,20190410,续盈,-17.38,12.61
11347,300459.SZ,20190131,预增,118.36,148.34
11348,300459.SZ,20181012,预增,151.92,181.88
11349,300459.SZ,20180626,预增,169.41,199.41
11350,300459.SZ,20180203,预增,159.33,189.33
11351,300459.SZ,20180131,预增,85.37,115.37
11352,300487.SZ,20190226,预增,150.0,180.0
11353,300487.SZ,20190125,预增,40.0,65.0
11354,300487.SZ,20181013,略增,5.0,20.0
11355,300487.SZ,20180710,略增,0.0,15.0
11356,300487.SZ,20180410,略增,20.0,45.0
11357,300487.SZ,20180131,预增,40.0,65.0
11358,300457.SZ,20190402,略增,0.0,30.0
11359,300457.SZ,20190115,预增,40.32,58.43
11360,300457.SZ,20181013,预增,42.0,52.0
11361,300457.SZ,20180710,预增,35.0,55.0
11362,300457.SZ,20180321,预增,50.0,65.0
11363,300457.SZ,20180116,预增,61.46,81.64
11364,300515.SZ,20190409,预增,40.0,60.0
11365,300515.SZ,20190130,略增,30.0,50.0
11366,300515.SZ,20181012,略增,40.0,50.0
11367,300515.SZ,20180713,略增,0.0,10.0
11368,300515.SZ,20180410,略减,-25.0,-15.0
11369,300515.SZ,20180130,略减,-40.0,-20.0
11370,000560.SZ,20190130,预增,724.52,805.47
11371,000560.SZ,20181018,-,,
11372,000560.SZ,20181013,预增,916.7,1046.49
11373,000560.SZ,20180830,-,,
11374,000560.SZ,20180710,预增,1077.06,1194.76
11375,000560.SZ,20180414,预增,33.24,66.82
11376,000561.SZ,20190413,续亏,0.7075,37.289
11377,000561.SZ,20180414,续亏,-10.1344,20.6008
11378,000563.SZ,20190403,预增,97.75,97.75
11379,000564.SZ,20190415,首亏,-180.25,-153.5
11380,000564.SZ,20190131,略减,-46.98,-20.47
11381,000564.SZ,20181013,略减,-37.1049,-17.7525
11382,000564.SZ,20180129,预增,236.322,286.1474
11383,000565.SZ,20180130,预减,-66.44,-57.49
11384,000566.SZ,20190131,预增,50.0,100.0
11385,000566.SZ,20180829,预增,30.0,60.0
11386,000566.SZ,20180630,预增,30.0,60.0
11387,000567.SZ,20190130,预增,22.84,84.25
11388,000567.SZ,20180125,预增,2082.89,2519.47
11389,000568.SZ,20180329,预增,50.0,60.0
11390,000570.SZ,20190411,预减,-82.37,-73.55
11391,000570.SZ,20180714,预减,-57.16,-52.12
11392,000570.SZ,20180413,预减,-68.56,-62.85
11393,000571.SZ,20190413,首亏,-330.0,-292.0
11394,000571.SZ,20190131,首亏,-3840.0,-3372.0
11395,000571.SZ,20181013,首亏,-125.862,-121.2981
11396,000572.SZ,20190413,续亏,47.9,65.27
11397,000572.SZ,20190131,续亏,-81.02,-20.68
11398,000572.SZ,20181013,续亏,-728.2764,-568.9925
11399,000572.SZ,20180714,首亏,-1412.914,-1084.6855
11400,000572.SZ,20180413,首亏,-317.9379,-218.8752
11401,000572.SZ,20180127,首亏,-551.7204,-508.2857
11402,000573.SZ,20190413,扭亏,726.32,775.77
11403,000573.SZ,20190112,预增,20.0,70.0
11404,000573.SZ,20181009,首亏,-188.958,-171.1664
11405,000573.SZ,20180711,首亏,-157.4475,-140.2133
11406,000573.SZ,20180414,首亏,-285.5048,-211.3029
11407,000573.SZ,20180116,预减,-84.78,-69.57
11408,000576.SZ,20190412,预增,1381.0,1852.0
11409,000576.SZ,20190129,扭亏,128.2634,142.3951
11410,000576.SZ,20181013,续亏,-32.4667,-19.8508
11411,000576.SZ,20180714,续亏,-109.212,-54.4184
11412,000576.SZ,20180413,扭亏,108.7218,112.3559
11413,000576.SZ,20180124,首亏,-422.2461,-373.421
11414,000581.SZ,20180404,预增,50.0,55.0
11415,000584.SZ,20181013,略增,15.2408,42.4324
11416,000584.SZ,20180714,预增,51.01,83.73
11417,000584.SZ,20180413,扭亏,245.74,295.74
11418,000584.SZ,20180203,扭亏,120.8567,128.218
11419,000585.SZ,20190413,续亏,-7.5503,13.9597
11420,000585.SZ,20190328,扭亏,103.7897,103.7897
11421,000585.SZ,20190131,扭亏,106.2963,109.3185
11422,000585.SZ,20181013,扭亏,207.6012,225.5348
11423,000585.SZ,20180713,扭亏,115.0528,120.0704
11424,000585.SZ,20180414,续亏,67.8741,74.2993
11425,000585.SZ,20180201,续亏,-322.1371,-281.9335
11426,000586.SZ,20190415,续亏,10.2456,77.5614
11427,000586.SZ,20190129,首亏,-713.57,-345.43
11428,000586.SZ,20181015,首亏,-425.4527,-100.0
11429,000586.SZ,20180714,续亏,-433.9419,-147.9016
11430,000586.SZ,20180414,续亏,-149.7886,-34.5016
11431,000586.SZ,20180131,预减,-100.0,-0.6457
11432,000587.SZ,20190416,首亏,,
11433,000587.SZ,20190131,首亏,-163.63,-148.94
11434,000587.SZ,20181015,首亏,-131.5781,-119.2214
11435,000587.SZ,20180716,预减,-87.7808,-75.5617
11436,000589.SZ,20190413,预增,620.8432,1101.4053
11437,000589.SZ,20190130,扭亏,131.5754,149.6185
11438,000589.SZ,20181013,扭亏,513.6617,626.4785
11439,000589.SZ,20180714,预增,199.3619,319.1067
11440,000589.SZ,20180414,预减,-97.3966,-93.0577
11441,000589.SZ,20180403,首亏,-1676.1297,-1282.0972
11442,000590.SZ,20190413,预增,83.24,101.56
11443,000590.SZ,20190131,首亏,-303.403,-282.5412
11444,000590.SZ,20181013,首亏,-182.1586,-175.312
11445,000590.SZ,20180714,预减,-85.68,-71.37
11446,000590.SZ,20180130,预减,-76.44,-58.31
11447,000591.SZ,20180704,略增,9.41,19.59
11448,000591.SZ,20180410,预增,73.62,100.33
11449,000591.SZ,20180124,略增,19.4,25.53
11450,000592.SZ,20190413,续亏,-15.9486,42.0257
11451,000592.SZ,20190129,预增,184.7,327.06
11452,000592.SZ,20180414,续亏,40.8218,70.4109
11453,000593.SZ,20190413,扭亏,118.28,126.12
11454,000593.SZ,20190131,首亏,-854.95,-805.17
11455,000593.SZ,20181013,预增,221.14,261.28
11456,000593.SZ,20180414,首亏,-388.13,-340.11
11457,000593.SZ,20180130,扭亏,130.8618,145.3849
11458,000595.SZ,20190415,首亏,-482.5318,-355.0212
11459,000595.SZ,20190404,首亏,-686.9,-580.19
11460,000595.SZ,20190130,首亏,-420.13,-313.42
11461,000595.SZ,20181016,首亏,-146.2394,-125.2215
11462,000595.SZ,20180714,预减,-51.4788,-19.1314
11463,000595.SZ,20180416,续盈,-22.4921,16.2619
11464,000595.SZ,20180131,扭亏,117.1735,140.861
11465,000596.SZ,20190130,略增,40.0,50.0
11466,000596.SZ,20181009,预增,50.0,70.0
11467,000596.SZ,20180702,预增,50.0,70.0
11468,000597.SZ,20190130,预增,51.0,85.0
11469,000597.SZ,20181013,预增,88.0,100.0
11470,000597.SZ,20180714,预增,152.0,190.0
11471,000597.SZ,20180414,预增,341.0,387.0
11472,000597.SZ,20180131,预增,360.0,400.0
11473,000599.SZ,20190131,预减,-80.0,-50.0
11474,000600.SZ,20190410,预增,56.09,56.09
11475,000600.SZ,20190126,预增,137.55,137.55
11476,000600.SZ,20180130,预减,-91.05,-91.05
11477,000603.SZ,20190114,略增,23.0,33.0
11478,000603.SZ,20180421,预增,471.0,497.0
11479,000603.SZ,20180123,预增,73.18,102.87
11480,000605.SZ,20180130,预增,146.792,196.1505
11481,000606.SZ,20190415,预增,93.36,93.36
11482,000606.SZ,20190126,略增,49.8816,49.8816
11483,000606.SZ,20181011,预增,367.3648,367.3648
11484,000606.SZ,20180714,扭亏,281.75,359.64
11485,000606.SZ,20180414,扭亏,243.0924,278.8655
11486,000606.SZ,20180130,预增,1.6609,52.4914
11487,000607.SZ,20190413,续亏,8.35,31.26
11488,000607.SZ,20180414,续亏,11.24,31.95
11489,000608.SZ,20190413,续亏,-3.0,21.0
11490,000608.SZ,20190129,预减,-93.0,-90.0
11491,000608.SZ,20181013,首亏,-105.0,-100.0
11492,000608.SZ,20180714,扭亏,157.0,195.0
11493,000608.SZ,20180414,续亏,-18.8072,25.7455
11494,000608.SZ,20180131,扭亏,127.0,136.0
11495,000609.SZ,20190413,续亏,-172.3272,-126.9394
11496,000609.SZ,20190131,首亏,-163.2447,-118.6014
11497,000609.SZ,20181013,首亏,-107.3376,-100.8153
11498,000609.SZ,20180714,首亏,-120.1992,-103.2319
11499,000609.SZ,20180414,首亏,-130.7346,-118.9136
11500,000610.SZ,20190413,续亏,21.57,41.17
11501,000610.SZ,20190131,扭亏,520.2064,627.9516
11502,000610.SZ,20181013,续亏,-1.4894,15.4255
11503,000610.SZ,20180713,续亏,-10.0828,17.4379
11504,000610.SZ,20180414,续亏,-18.6829,2.8958
11505,000610.SZ,20180130,首亏,-296.0185,-249.3474
11506,000611.SZ,20190415,续亏,32.6858,32.6858
11507,000611.SZ,20190125,续亏,-132.0,-109.0
11508,000611.SZ,20181013,续亏,-414.02,-362.62
11509,000611.SZ,20180713,续亏,-257.9601,-162.5041
11510,000611.SZ,20180413,续亏,-580.7082,-365.7477
11511,000611.SZ,20180127,首亏,-684.9225,-489.9483
11512,000612.SZ,20190413,续亏,12.58,34.44
11513,000612.SZ,20190130,首亏,-356.07,-327.62
11514,000612.SZ,20181013,首亏,-155.04,-151.37
11515,000612.SZ,20180714,首亏,-248.4888,-211.3666
11516,000612.SZ,20180414,首亏,-420.0633,-372.0538
11517,000612.SZ,20180130,预增,55.21,104.59
11518,000613.SZ,20190413,略减,-26.52,-11.32
11519,000613.SZ,20190115,预减,-77.26,-66.77
11520,000613.SZ,20181013,预增,107.0,190.0
11521,000613.SZ,20180711,略减,-36.02,-12.76
11522,000613.SZ,20180109,扭亏,193.9478,216.4953
11523,000615.SZ,20190328,扭亏,118.2579,127.3868
11524,000615.SZ,20190122,预减,-56.0,-34.0
11525,000615.SZ,20181013,扭亏,100.0,110.9436
11526,000615.SZ,20180628,-,65.3769,134.6231
11527,000615.SZ,20180427,续亏,-257.34,-138.23
11528,000615.SZ,20180413,续亏,-126.3566,-50.9044
11529,000616.SZ,20190415,续亏,62.22,81.11
11530,000616.SZ,20190125,预增,2703.87,2751.73
11531,000616.SZ,20181013,预增,7196.37,7245.52
11532,000616.SZ,20180714,首亏,-343.66,-302.19
11533,000616.SZ,20180414,首亏,-233.09,-201.41
11534,000616.SZ,20180118,扭亏,102.3,105.74
11535,000619.SZ,20190408,续亏,2.0,15.0
11536,000619.SZ,20180404,续亏,-142.0,-94.0
11537,000619.SZ,20180111,预减,-100.0,-80.0
11538,600809.SH,20190129,预增,50.0,60.0
11539,600809.SH,20180404,预增,50.0,60.0
11540,600809.SH,20180130,预增,40.0,60.0
11541,600810.SH,20190131,预增,876.0,876.0
11542,600810.SH,20180711,预增,655.0,655.0
11543,600812.SH,20190125,预增,710.25,710.25
11544,600812.SH,20180707,预增,100.0,100.0
11545,600812.SH,20180131,预减,-70.0,-50.0
11546,600815.SH,20190131,首亏,-818.1126,-665.6641
11547,600815.SH,20181030,首亏,,
11548,600815.SH,20180809,首亏,,
11549,600815.SH,20180130,扭亏,104.4612,106.32
11550,600816.SH,20190430,不确定,,
11551,600816.SH,20190131,首亏,-146.3441,-135.4396
11552,600816.SH,20181031,-,,
11553,600816.SH,20180929,预减,-100.0,-90.0
11554,600816.SH,20180825,-,,
11555,600817.SH,20190126,扭亏,396.6669,462.5929
11556,600817.SH,20181027,续亏,,
11557,600817.SH,20180131,首亏,-151.3549,-136.2505
11558,600818.SH,20190130,预减,-83.0,-83.0
11559,600818.SH,20180130,预减,-61.266,-61.266
11560,600819.SH,20190125,预增,83.0,83.0
11561,600819.SH,20180124,预减,-78.0,-78.0
11562,600821.SH,20190131,首亏,-3324.8033,-2979.2887
11563,600821.SH,20180131,扭亏,108.0998,112.1497
11564,600822.SH,20180130,预增,110.0,110.0
11565,600888.SH,20190111,预增,51.0,62.0
11566,600888.SH,20180323,预增,191.0,239.0
11567,600889.SH,20190124,扭亏,101.6504,104.9513
11568,600889.SH,20190123,扭亏,101.6504,104.9513
11569,600889.SH,20180214,首亏,-413.7675,-413.7675
11570,600890.SH,20190427,续亏,,
11571,600890.SH,20190126,首亏,-633.7925,-633.7925
11572,600890.SH,20181031,首亏,,
11573,600890.SH,20180830,续亏,,
11574,600890.SH,20180420,续亏,,
11575,600890.SH,20180123,扭亏,119.0391,119.0391
11576,600891.SH,20190430,预减,,
11577,600891.SH,20190425,首亏,-2788.0,-2544.0
11578,600891.SH,20190131,预减,-56.0,-47.0
11579,600892.SH,20190131,首亏,-599.8074,-433.2049
11580,600892.SH,20180424,预增,96.5,96.5
11581,600894.SH,20190129,预减,-75.0,-55.0
11582,600894.SH,20180825,略减,,
11583,600894.SH,20180428,略减,,
11584,600894.SH,20180131,预减,-62.0,-62.0
11585,600896.SH,20190109,扭亏,114.43,121.645
11586,600896.SH,20180713,扭亏,126.5399,132.1867
11587,600896.SH,20180131,续亏,-56.7374,-45.8529
